167978	198522	170368	319749	254372
168604	189640	159666	311091	234758
169664	197821	185999	308241	241670
168486	193410	162522	315039	232824
164680	192707	168116	311259	227881
170129	192954	173364	316022	226484
171316	193454	159969	314959	231022
166837	190867	168228	311514	232557
170937	191010	166442	312243	232678
165710	191255	158718	315057	236883
171281	192069	175752	307372	226531
170266	191016	176444	315375	237127
172752	192115	184819	321723	224489
169738	195598	153976	319730	233112
166530	190078	164009	317691	230231
165934	198412	159670	310677	224717
168145	193107	159425	315052	225271
169164	199118	178098	315128	227113
170677	191595	164259	315850	231650
165728	199093	189843	314340	227190
171390	196062	180826	326940	227884
168776	191224	183015	309714	230644
164179	190864	161776	314534	230052
171002	194610	168769	315087	223064
168539	196234	171601	314460	231913
168245	194718	186066	324554	230611
167877	196045	158677	311836	231929
172230	195963	178400	321884	227369
166818	194844	166856	318813	229036
169476	194764	173264	317605	225013
165553	193574	165059	324459	232653
171190	190293	171819	322371	229784
168713	191131	157023	311432	228579
173275	191867	168764	312035	227249
169241	197008	165038	318416	227658
166941	193125	166012	311036	225798
177389	199240	163744	312624	224939
168255	195774	170972	314668	229662
163475	193650	184557	320728	226220
170045	194719	182908	310984	227112
