2282368	2839764	1320660	3024362.5	2112261.5
2250496	2781322	1365392	2969955.5	2140867
2196736	2903904	1448184	2960911.5	2161083.5
2285824	2888036	1334414	3018307.5	2120343.5
2370432	2794894	1382834	3024844	2119260
2263040	2821598	1427374	3042123	2033077
2343168	2958664	1436022	3022759	2037023.5
2242048	2851690	1372240	2994805	2060218
2303232	2854452	1434646	3043359	2052720
2254336	2796492	1423730	3029347.5	2093703.5
2382464	2933160	1459414	3026741	2075549
2261504	2859680	1332200	3030951	2210828.5
2202496	2860216	1342090	2983377.5	2098389.5
2267008	2882730	1355000	2998084	2079583.5
2385280	2824238	1361708	2984840	2103295
2304256	2795948	1411262	3068080.5	2109267.5
2262016	2828348	1348768	3035900.5	2065940.5
2248064	2905312	1376092	2958384.5	2107202.5
2291328	2842226	1431822	3069023.5	2101104
2238592	2821166	1452916	2992516.5	2161959
2204160	2891518	1360294	3044790	2141037.5
2284288	2848440	1418620	2975424	2181450.5
2222976	2909688	1377848	2999794	2146907
2236544	2849578	1389840	3060316.5	2193580
2179968	2812288	1384560	2947582.5	2164562
2264320	2834046	1356710	3069930.5	2208740.5
2293760	2845868	1439976	3028659.5	2125786
2269824	2834262	1515194	2972572	2138597
2250240	2858836	1312792	3146917.5	2211145.5
2234240	2851646	1336902	3028895.5	2142431.5
2289280	2806866	1406174	2981624.5	2195876.5
2312576	2829402	1328418	2989112	2138031.5
2246912	2914486	1416360	3056407.5	2192729
2243072	2855172	1348658	3004285.5	2187223.5
2290944	2865724	1389692	3032704	2178065
2254848	2887872	1358474	2992511.5	2193830.5
2280704	2822390	1334846	3021730.5	2144199
2332800	2787418	1393246	3124117.5	2147465.5
2284288	2957290	1436136	3063325.5	2128642
2242560	2866448	1435210	3046696.5	2186215.5

