936599	482404	1400724	218525	2305638
1495776	352700	950411	1562380	1596668
1688594	652232	1547786	1173867	1332517
728899	2041516	696286	646695	1273295
1046499	467436	1255214	893765	1766103
1934718	708098	1690901	748281	1622921
429629	81844	980831	1562210	1190623
1205293	1487682	1210058	619355	689532
1275748	703862	1515686	642370	1008025
869141	820925	770951	1280617	335932
1414833	682308	1035949	1087007	2393842
521927	665918	1055687	740299	223719
1162561	840057	863351	1668542	578899
1110699	600970	1356589	770945	2343784
380500	392439	512352	2720763	1399290
933239	1487398	2059652	2103679	823948
1481208	1195513	906828	1888939	2016043
500325	1445115	915235	823546	597580
1256228	1018423	1048653	2473798	1078225
1127165	621307	1423085	1462878	426854
1249813	699683	1266203	790685	735106
1220572	779723	917685	642811	281977
878228	2125042	615847	523207	1078010
1201338	814570	1890887	530602	1054200
992073	617364	1520469	1667952	645173
1644664	1115010	653784	547335	1041269
1233839	563864	625972	427887	1268456
528141	534919	1485594	1738877	1475613
579935	425738	877198	496795	1808194
1369968	431974	1346986	933944	933318
697202	1041606	1323800	1357963	2149354
1270446	1011137	1728803	311744	2012950
549058	1202544	1164445	468689	2353332
969058	865920	1725133	410559	1845920
801817	1039636	1480309	806735	1443625
890878	905103	2109102	988495	2150037
1430875	907478	907717	2914847	446962
1383647	1999323	1856079	1004042	279619
993193	573309	841034	485523	1171123
		1421516	627597	1405046
