88136320	44639506	19752000	34027456	34867598
80840000	52229160	22521506	35079488	49168884
948352	212433836	21474888	34539840	57039302
30764608	41076122	70944778	35601408	27636992
80965120	53403026	25026954	24135424	35079560
75980224	61091612	19996086	44397248	34666862
100254592	47657264	24374724	35646720	25803880
80108352	94518062	45682718	35973632	3918164
28274112	30003714	25368414	33746560	34648462
77683136	137407788	18108602	32154944	35973728
102328256	164287158	19799066	534016	34757410
80096128	57564886	21204366	31454784	31944482
73645952	202726972	20832394	30086784	34418560
90485312	53028466	26367312	15038144	23676510
66864576	59080120	21882570	33992704	33017372
157950528	111170646	22570660	29677568	32973554
76858752	61186882	25764752	46270400	32915904
69466112	90605312	24573432	33480704	33810888
82895936	49398716	7760910	35027648	34408414
63163520	51614018	27499938	34739712	35804634
79750400	57076884	23189006	27783552	33372634
199034944	153232004	25251538	32818752	45591080
80664064	46450754	12630574	17577920	34146780
205842496	61259502	13757188	11371776	37145448
43243392	45703816	37144566	21476672	52186114
7784000	112677400	14013298	32165824	13569910
224704640	418652	68340606	33060928	29009552
80029120	508950	18956274	21897536	31910204
83416384	53254568	23684796	40726144	26529358
146239552	42611814	531708	2304256	30029198
235998528	100121720	54203528	33486080	29023104
59037248	45893124	31914700	28331520	21952870
533312	47804426	23237350	34423104	32597936
101285824	48224056	36189464	28139328	57523838
73186560	51526164	50281584	34290304	36693844
71897920	45913938	22870360	29648320	28184556
83043392	192837630	50534082	24971776	23479234
175554304	48987190	29463318	36523456	31988244
76381888	49106510	26502070	35224832	32094942
196515520	40696774	24388416	34923264	35951280

