1945664	2365078.5	1892082	2107072	1630228
1968960	2272252.5	1819480	2068864	1516430
1995520	2367432.5	2122748	2049664	1574206
1975616	2317270.5	1860776	2096000	1514766
1930752	2294220.5	1909326	2077504	1483892
1990272	2291860.5	1987896	2106112	1472132
2016256	2296476.5	1813270	2101632	1506870
1954240	2272214.5	1923506	2076800	1515030
2018240	2267778.5	1889600	2081856	1518614
1951040	2269258.5	1799284	2103232	1547362
1997696	2276276.5	2009152	2051584	1476472
1979136	2271058.5	2011688	2104128	1549642
2020224	2286232.5	2100680	2144640	1463928
1993024	2327076.5	1762296	2133184	1519736
1958848	2255976.5	1870368	2122688	1501734
1963648	2364502.5	1826598	2073664	1468266
1985472	2297642.5	1830040	2102144	1470996
2000768	2377130.5	2042868	2104000	1484258
2010240	2280158.5	1883564	2106112	1512324
1954880	2381408.5	2181380	2098624	1483674
2027136	2336124.5	2074504	2182464	1487832
1996096	2278522.5	2093570	2068096	1508050
1951104	2272906.5	1844400	2101376	1501936
2023168	2318190.5	1910130	2103744	1455738
1997056	2342194.5	1957052	2100480	1512526
1992768	2317018.5	2129360	2172160	1505494
1986496	2334014.5	1822432	2080320	1510408
2041280	2340136.5	2035330	2148160	1484156
1961088	2324616.5	1924324	2128896	1494126
1988608	2320128.5	1993756	2120320	1468428
1956544	2309218.5	1897076	2168448	1520838
2024064	2259048.5	1980416	2137664	1497872
1994816	2281496.5	1790324	2078976	1493730
2047424	2284222.5	1935978	2081984	1484808
2001600	2345500.5	1889948	2128128	1486084
1980480	2310374.5	1894710	2077248	1473054
2092928	2369740.5	1861408	2086464	1470748
2002368	2338576.5	1958250	2102144	1500868
1934336	2301150.5	2106208	2142080	1477870
2011072	2314574.5	2095024	2077696	1483778

