46673024	34955772	157611970	42256768	68720458
32548864	38008544	40225180	42303744	93291312
131952512	36887698	87008530	42492672	39229604
140636288	135976120	110633852	42580480	39209696
37688320	37355476	42450288	119231360	39037692
22842368	37103502	32799264	42492416	71478042
25577088	72660158	84754466	41166464	34917216
90541824	36804502	97117142	40437760	39312178
131580544	47683978	182882974	42753152	39114702
33261440	38070300	41533220	75724032	39202530
58807040	63628024	38921326	41839232	39159496
28729088	158601200	39413758	41012096	39208334
26170240	36978480	115079370	45496832	39310094
27526528	37526356	44160668	42335616	46305542
29880320	64067366	40572658	42492544	39438652
71624448	37423774	39075224	41751808	82399960
29244928	36581968	67701254	36688384	39162306
79407360	28479084	42759402	42444672	59935210
25409920	38474466	117135346	41251840	64593404
36944768	166371432	39092010	42191360	39280160
132490496	37369352	43922462	42325888	39337396
25954688	43375854	95089998	42246272	38899472
111593984	214627890	307991192	42404864	39780612
27718144	38035622	40087064	42618112	39361624
141624064	37305828	40849954	28978048	38460680
49616640	39626652	147628642	40496256	38507098
206604160	38114402	40241762	42022912	39148232
176745856	84888370	205414206	59266944	50161738
26920960	36648576	36661264	42542080	39274642
105133824	116954332	43572978	47128448	54996734
59303040	39409792	40011662	42483456	41353002
65205632	37431414	72408004	42076032	69818618
26587392	37328056	82199114	42411392	39211778
100999552	128126398	287081182	26453632	39029262
124275200	45766412	83364076	42542592	39606150
96963712	37286812	249946064	51264640	39621874
45223424	40778794	41543222	93179136	39189306
26989056	76315232	41373480	42645504	90034068
53931904	37552332	135816734	41706240	38963018
70605952	38554976	39406924	42732672	38864374

