148032	167108	22179272	227648	140640
505984	206086	777342	106688	131732
1515648	10263382	848906	152896	119294
8892288	147136	134282	1563264	128652
1663424	169154	862986	181760	122034
123072	649754	127904	181568	4422204
150080	1490690	117172	179840	91358
1581568	171482	4491360	173120	105244
127232	143390	154174	1623168	7126160
5151680	152520	1166616	111808	79828
8631488	186424	160606	173760	126550
1652800	1558666	920016	119424	624326
9128192	162986	12668606	168448	142640
336576	642504	1034958	791488	3050522
1774144	143938	107554	146432	668446
1641984	129912	941434	176128	178610
4823808	116040	6000886	176000	113322
1661824	1517204	12088378	1286528	1199480
1687552	2849070	191456	182784	163920
617088	1456664	149066	118976	116090
3717760	221578	840552	851200	156718
126400	276222	139150	189184	480006
1661632	3177154	821584	168640	134456
140224	152982	888394	136960	5258242
1643904	1635168	163880	615616	124076
1602496	169138	162404	403968	116824
6263104	130402	149936	173056	144222
1720768	186956	177440	153792	692820
595776	10165888	1585922	2120576	154078
2541248	1641118	981888	5311936	145818
1064960	194446	842922	169216	5432502
1706624	198002	6367216	11518912	223356
1674112	110478	83446	141312	1054332
1672000	1537832	869662	148224	144566
128448	1584744	1946206	168576	113534
1928192	147894	513956	111296	89220
126464	145578	1908548	101568	145726
2025408	95542	102512	115328	138500
1936768	121762	870476	149440	8085552
4414464	1538204	798572	170304	124114

