28901632	55630073	19549320	21017856	4014519
101449728	59893737	74936462	53742592	9522133
69590656	10060119	92302224	240640	1032909
64502656	50355903	14062584	35687168	15428277
101802752	23835685	58467862	1777024	64769175
81481728	26536757	7516674	54147328	19383215
30442368	26691537	21231876	50862464	32536195
22429696	7952891	78825654	23353728	9699223
24349440	70893927	31484392	20918272	4210245
47608960	41292819	44022740	11529344	20270617
13710464	10342721	55538250	16065664	34612703
25743360	9812973	43527668	31147264	25070975
21065344	6044529	29492994	9182464	18213423
8607616	16242425	198861228	36792960	21155431
26897408	39245129	36879804	30407424	35426097
59667456	16054561	52591814	169728	43924125
32398848	25727011	77292444	11270272	8442045
39679232	1730833	68756136	49811968	52355091
50709760	26281347	22503732	4866944	21547219
77589504	12394987	56570394	8214400	38413803
31875712	45875871	68473960	10718464	67636777
678400	11324461	31619656	17896960	17099473
21481216	3534295	46417036	44379904	39176565
20184064	45042665	63986780	6147968	99376749
42589824	29589475	29770216	50970240	43905829
59905408	33637643	38033496	19998208	32953473
27156864	45517985	37264512	22947456	42210283
62299904	20485323	17754712	8808320	30845927
66459136	40732709	76662510	15358464	35310079
38904576	563275	51867710	5180288	5640675
54802304	1006383	18597630	17165824	18482327
19817344	4761253	55113614	14636800	13052779
39449728	31130947	53143388	5491584	11614451
18064256	46248517	20036344	11545088	37764379
54974208	21904827	49872878	122880	58102607
22658176	45652509	73903400	21152640	49765309
38213760	536607	82133366	12999040	24205935
72953216	3693829	112040222	8635904	14055569
53110016	11710481	17984326		20200679
64398080	14643967	47663832		30492219

