26934	52269	55012	107960	119713
42917	50260	53439	105564	115881
37814	49047	53617	104123	267023
41609	46815	53390	190966	114816
41730	50351	96299	227711	111916
41801	50062	53422	267916	114109
527	84096	51862	105569	55194
49388	48655	52396	105375	114302
51545	50199	150278	102550	111342
43924	21989	53504	103553	97166
42335	49681	53276	116222	104177
47600	49707	53422	105480	51473
39830	49506	47314	104312	113278
43101	50382	53346	189948	114023
42045	49280	54169	104273	114134
108314	49245	53460	104804	112199
97502	49783	55439	102502	112930
96139	49807	53667	105343	108151
12901	49256	53563	242760	114669
41710	58203	210666	214537	114787
40370	175674	52527	102441	193712
42409	99255	52864	106997	114563
43721	49574	27573	177503	174849
41279	49439	128722	104669	337071
2316	49738	52848	208983	268200
46656	100965	53062	256663	112131
42188	49993	53163	99595	113270
42278	49223	60784	271801	116390
42490	48895	155072	280522	113446
131122	48677	53256	105269	183181
24859	65953	52593	104308	114026
43157	55047	175237	105295	112823
83865	137288	53195	102632	114096
42482	49840	53460	103150	112696
96602	70407	53826	104154	112589
2716	49176	53292	101466	110748
43113	50280	52895	106030	111042
88376	50113	52530	103799	112211
41682	49071	51957	101735	112878
42753	49032	52284	104110	111489
