1087884	1397858	642301	1507278	1051299
1081252	1362084	654122	1480065	1065524
1051213	1416864	682601	1475513	1075629
1088719	1406608	640882	1504220	1055452
1122070	1381717	659132	1507499	1054753
1076495	1398474	680200	1516176	1011604
1105866	1443459	683887	1506502	1013521
1066386	1404802	655011	1492479	1025262
1094457	1405612	672223	1516756	1021543
1081585	1383557	682622	1509764	1041976
1126421	1429419	678815	1508469	1032864
1077203	1409990	634983	1510555	1100526
1053016	1405892	641821	1486792	1044246
1082445	1415449	651675	1494102	1034917
1115940	1396126	654617	1487530	1046727
1097932	1374638	673242	1529129	1049670
1078975	1393350	646546	1513065	1028026
1070869	1416871	663493	1474291	1048868
1094452	1399763	680678	1529687	1045631
1074234	1437926	680158	1491355	1076127
1056770	1421407	646168	1517507	1065610
1080913	1421321	672014	1482765	1085795
1067081	1430831	664452	1494924	1068540
1073336	1430890	659136	1525203	1091918
1045866	1407634	653065	1468971	1077427
1078268	1411201	646832	1530056	1099628
1094962	1411200	675588	1509484	1057988
1082825	1399031	707637	1481445	1064357
1065856	1408577	628245	1568544	1100660
1064480	1408628	633690	1509553	1066234
1093752	1396734	669531	1485892	1093138
1095854	1396607	636583	1490870	1092920
1069630	1433760	675094	1523275	1091549
1071456	1433655	647131	1497213	1088786
1087329	1406097	665930	1511449	1084232
1075652	1419709	649391	1491350	1091955
1079953	1419674	642066	1506016	1067165
1105549	1385056	670782	1557125	1068803
1094907	1457186	676996	1526756	1059452
1072009	1457113	678720	1518466	1088170
