158100	110475	474132	205282	395855
106325	117347	120231	203571	534581
432968	113650	259803	204762	223736
463863	416137	328653	203061	223961
123985	113158	127299	570665	221444
74512	113537	98546	202984	407121
84608	222148	252419	196206	197848
297662	112128	290024	192064	222783
433638	145128	539024	203194	222285
108296	116022	124809	360360	223228
193117	194487	117044	199750	224252
93395	484749	118008	196913	223457
86534	113314	342395	218674	223011
91033	114589	131620	201422	263777
97759	195393	122054	203831	224854
235874	112681	116948	200190	468391
96047	111939	202105	174746	221319
261404	86468	127534	202629	340856
84096	117096	347558	198154	366434
119815	509024	116360	200413	222969
438512	113981	131679	202896	223697
86258	132605	283996	200289	221735
369451	657879	917446	201916	227626
92105	116671	120113	202619	223230
467961	113558	120543	137989	219223
163385	120614	442468	193117	219663
684539	116490	120538	201792	222659
585076	258109	606306	284417	285700
88702	112236	108811	202083	223294
344087	357965	130176	226158	312959
196298	120761	118974	204071	235070
213048	114844	216426	200371	395784
86454	114491	251041	202851	222330
327648	393462	867905	126714	222335
402582	139386	247440	202707	226490
314989	114367	733600	244997	225626
146163	124143	122486	443756	223305
87835	233480	121608	202620	512646
175451	114532	398648	198712	221483
229710	117121	115502	204227	221344
