19830	35470	52359	1423	1518
17496	885	60524	117211	1116
20521	477	302	742	817
317	343	27024	739	1144
23686	638	13584	5429	801
27922	4324	29197	999	737
2051	352	160369	670	1682
61233	499	7702	1071	752
39146	605	3984	24721	838
6184	4001	7897	561	61570
20763	5392	4291	746	637
5423	23408	33199	753	7718
4027	746	16677	39505	17310
4046	499	12005	77372	772
76005	3823	298	680	674
401	598	17994	905	11234
53199	4515	145525	1033	29004
33767	410	17757	1050	840
3926	478	4154	1071	621
328	979	10777	798	736
2975	266	21574	37723	664
21699	19703	3960	50041	614
4117	1097	4981	1054	42516
3897	3987	43371	1649	2908
878	37835	4667	761	652
68001	19338	4887	952	972
493	33112	17503	996	705
15739	3936	22465	809	811
2353	4185	18622	1274	3986
13552	4183	41914	939	674
1837	12194	10944	775	8014
5505	4123	4007	77158	11088
4213	4151	13646	1029	626
44625	2545	51626	678	706
26590	308	28523	833	878
3977	28112	33675	937	674
22885	4140	36148	1094	938
38374	356	287	549	637
4074	4190	18771	1019	657
41601	8740	4245	4683	783
