80287744	20013008.5	47026132	25459008	48906299
24353472	26106838.5	30357530	11044736	230899
50197312	28164178.5	20874654	24129024	46917883
10543488	20549408.5	8043280	19523584	464447
1953856	94347470.5	8637964	18546944	1546211
9315648	2306976.5	15290436	1818304	3003187
21693888	49050944.5	42145924	205440	19284647
2137984	6624910.5	33407482	13407104	48677343
2601536	39806638.5	4415574	5131136	22679893
2503168	17794290.5	47333250	25689472	105493391
17726080	46541890.5	56953850	15902016	25618091
17428736	40269572.5	28908700	30513792	16948773
57427200	16923996.5	80631504	59190016	11018717
133922368	23518440.5	25210618	14743488	2923753
36169600	28652524.5	84281698	1453248	11491259
32798400	26777550.5	72305158	9513024	27188019
89270976	12992022.5	23548402	946304	3391237
13773120	43629980.5	48511814	37938944	45520893
1751744	13613028.5	98034752	7287488	2268707
30845696	24370510.5	35773356	38399040	3073915
48700608	29748984.5	51194900	34620352	3344681
35753216	46850504.5	33124190	1806528	2303405
66491648	45210782.5	87894674	32946816	13385873
71925504	48157508.5	51996416	6703296	37059431
12517504	56343790.5	30104370	45476416	196915
63449344	24833732.5	85562794	563648	3193041
90465024	37698258.5	25293440	14865152	284667
23100352	17488138.5	17237644	31012160	27268855
20190272	16473448.5	29405044	405824	21790687
1812544	75313956.5	39523326	53888832	13880607
41142656	95182828.5	44838978	9284288	36249153
16957312	66417532.5	59078774	9353728	232371
5322752	12701928.5	95524944	2395520	34434995
26645120	38290030.5	37793076	14832256	8548597
46296192	23152486.5	22905252	9658112	15069499
15891584	26605078.5	36872994	239168	76301639
50378752	5869434.5	66710496	13415168	225029
35885504	14789962.5	39289410	222464	6786203
18759872	24604858.5	43018452	18177600	10042625
24418176	33363788.5	63097810	21791104	33638793

