265082	65587	155359	166790	357621
79800	80241	97053	70953	1744
163479	86262	66669	154880	340219
34274	62842	29347	125241	3394
6315	289909	29947	118767	11205
30225	6949	48446	11774	21888
70686	151140	135476	1338	139143
6688	20164	106854	85792	352595
8390	120989	18528	32905	163872
8063	54055	153804	164652	763221
57534	142548	182993	101968	185323
56844	123208	90384	195614	122852
187393	51796	251425	378795	79640
434407	72278	83400	94677	21288
117191	87298	276415	9319	82961
105384	81691	232862	60983	196619
290622	39738	76861	6066	24623
45519	133670	152528	242950	328851
5770	41195	322088	46729	16430
100367	73932	112341	246870	22184
159235	91469	159712	221933	24144
117333	143269	102269	11614	16681
218241	137545	267807	211415	96457
235008	148727	159348	43062	267994
40898	172214	96679	291212	1463
207036	76022	269667	3711	23201
295591	114456	84765	95816	2087
75061	54306	60132	199001	197641
65205	50122	93409	2628	157909
6162	230062	122666	345217	100575
134665	292035	136605	59381	262508
55198	204344	185848	59954	1716
17440	38720	309953	15373	249425
86238	117170	124409	95152	61850
151515	70789	74092	62047	109241
51271	81267	116345	1581	552648
163360	17801	216329	86022	1653
116082	46500	124355	1438	49305
60193	76009	136138	116579	72524
78766	103056	204124	139738	243047
